week_start,iso_year,iso_week,week_index,state,district,rainfall_mm,turbidity_NTU,sanitation_index,temp_C,DO_mg_L,pH,conductivity_uS_cm,BOD_mg_L,nitrate_mg_L,fecal_coliform_MPN_100mL,total_coliform_MPN_100mL,cases_week,outbreak_label
06-06-2022,2022,23,2022-W23,Mizoram,Lunglei,16.9,2.54,0.78,24.9,3.84,8.06,228.1,1.65,0.34,1409,1420,19,High
06-06-2022,2022,23,2022-W23,Mizoram,Kolasib,26.5,2.31,0.58,31,2.95,6.4,149.9,1.16,0.41,1746,1473,20,High
06-06-2022,2022,23,2022-W23,Mizoram,Serchhip,50.9,1.7,0.92,22.1,3.43,6.53,86.4,1.22,0.6,165,1175,0,Low
06-06-2022,2022,23,2022-W23,Nagaland,Kohima,35.6,1.3,0.7,30,5.66,7.47,100,2.11,4.11,510,1222,18,Medium
06-06-2022,2022,23,2022-W23,Nagaland,Dimapur,41.5,0.5,0.59,24.9,5.56,6.82,210.5,2.3,1.35,531,445,5,Medium
06-06-2022,2022,23,2022-W23,Nagaland,Mokokchung,58.2,2.37,0.69,27.4,5.6,7.29,125.6,2.24,2.79,577,1344,3,Medium
06-06-2022,2022,23,2022-W23,Nagaland,Wokha,27.9,3.69,0.9,35.8,5.51,6.93,104.5,1.18,3.34,594,989,6,Medium
06-06-2022,2022,23,2022-W23,Tripura,West Tripura,72.4,2.1,0.6,27.1,4.76,6.97,206.5,1.4,0.72,35,233,0,Low
06-06-2022,2022,23,2022-W23,Tripura,North Tripura,61.8,1.33,0.81,26,4.76,6.7,161.7,1.45,0.88,33,263,0,Low
06-06-2022,2022,23,2022-W23,Tripura,South Tripura,108,0.55,0.57,29,4.76,7.53,177.5,1.78,0.84,32,267,0,Low
06-06-2022,2022,23,2022-W23,Tripura,Sepahijala,6.7,1.42,0.44,25.7,5.2,7.39,218.5,1.59,0.58,28,140,0,Low
06-06-2022,2022,23,2022-W23,Sikkim,East Sikkim,43,1.6,0.36,8.4,8.19,7.16,30,1.86,0.16,19,146,0,Low
06-06-2022,2022,23,2022-W23,Sikkim,North Sikkim,83.1,1.37,0.69,2,8.14,7.1,73,1.72,0.29,22,86,0,Low
06-06-2022,2022,23,2022-W23,Sikkim,West Sikkim,9.3,0.92,0.6,3.7,8.19,7.13,110.7,1.7,0.1,26,92,0,Low
06-06-2022,2022,23,2022-W23,Sikkim,South Sikkim,10.6,1.18,0.5,10.7,8.45,7.09,61.6,1.74,0.45,38,63,1,Low
06-06-2022,2022,23,2022-W23,Arunachal Pradesh,Papum Pare,9.3,1.75,0.85,31.3,6.84,6.49,130.8,1.14,2.81,1386,1242,9,Medium
06-06-2022,2022,23,2022-W23,Arunachal Pradesh,East Kameng,102.1,5.87,0.76,20.3,7.36,7.21,242,3.51,1.8,711,1732,33,High
06-06-2022,2022,23,2022-W23,Arunachal Pradesh,West Siang,83.7,2.16,0.63,33.9,7.52,7.52,257.6,1.91,2.08,1224,2138,12,Medium
06-06-2022,2022,23,2022-W23,Arunachal Pradesh,Tawang,41.5,3.17,0.87,19.2,7.56,7.18,245.6,2.82,3.75,832,2525,4,Medium
13-06-2022,2022,24,2022-W24,Assam,Kamrup Metro,69.5,3.45,0.66,34.9,1.57,6.53,217.3,4.52,4.92,1751,3549,54,High
13-06-2022,2022,24,2022-W24,Assam,Dibrugarh,41.7,1.8,0.52,25.2,5.85,7.37,365.4,3.13,1.72,1308,2583,28,High
13-06-2022,2022,24,2022-W24,Assam,Jorhat,166.9,7.66,0.77,32.5,2.92,8.24,452.9,21.99,1.83,1764,2470,43,High
13-06-2022,2022,24,2022-W24,Assam,Nagaon,10.1,4.69,0.46,23.6,0.49,8.16,72,10.74,4.45,1582,3035,19,High
13-06-2022,2022,24,2022-W24,Meghalaya,East Khasi Hills,67.6,0.5,0.49,20.4,8.58,7.39,158.2,1.48,3.34,396,965,0,Low
13-06-2022,2022,24,2022-W24,Meghalaya,West Khasi Hills,40,1.23,0.63,16.4,8.47,8.23,101.8,2.95,4.77,350,1185,0,Low
13-06-2022,2022,24,2022-W24,Meghalaya,Ri-Bhoi,32.9,4.67,0.61,16.4,5.06,6.54,44.6,3.31,0.63,569,1357,21,High
13-06-2022,2022,24,2022-W24,Meghalaya,South West Garo Hills,49.1,0.87,0.5,13.6,3.1,6.65,157,2.51,1.72,291,1246,0,Low
13-06-2022,2022,24,2022-W24,Manipur,Imphal West,106.6,1.01,0.42,20,7.5,7.71,401.1,4,1.44,25,95,13,Medium
13-06-2022,2022,24,2022-W24,Manipur,Imphal East,30.1,4.66,0.65,25.1,7.34,7.01,484.4,3.8,0.74,26,81,6,Medium
13-06-2022,2022,24,2022-W24,Manipur,Churachandpur,26,1.43,0.74,21.5,7.57,7.25,403.9,3.25,1.13,26,60,4,Medium
13-06-2022,2022,24,2022-W24,Manipur,Thoubal,130.5,0.65,0.81,19.8,7.18,7.43,486.1,3.78,0.57,18,63,10,Medium
13-06-2022,2022,24,2022-W24,Mizoram,Aizawl,26.8,2.32,0.49,31.9,4.48,6.18,66.7,1.62,0.51,545,724,45,High
13-06-2022,2022,24,2022-W24,Mizoram,Lunglei,110.8,2.68,0.54,20.6,2.94,8.28,97.8,1.05,0.51,341,1938,0,Low
13-06-2022,2022,24,2022-W24,Mizoram,Kolasib,100.1,3.77,0.5,24.5,3.73,5.82,115,1.41,0.5,1215,1938,32,High
13-06-2022,2022,24,2022-W24,Mizoram,Serchhip,134.8,2.02,0.48,31.6,4.67,6.94,35.4,1.63,0.36,1392,1518,40,High
13-06-2022,2022,24,2022-W24,Nagaland,Kohima,11.2,0.5,0.81,30.1,5.43,7.77,229.9,1.51,1.41,477,1251,0,Low
13-06-2022,2022,24,2022-W24,Nagaland,Dimapur,88.3,1.31,0.52,27.1,5.54,6.81,200.3,1.79,6.24,747,985,15,Medium
13-06-2022,2022,24,2022-W24,Nagaland,Mokokchung,10.5,0.5,0.67,27.5,5.6,6.72,230.6,2.2,5.28,546,995,6,Medium
13-06-2022,2022,24,2022-W24,Nagaland,Wokha,6.4,1.49,0.7,31.3,5.55,7.23,133.4,1.4,3.86,559,928,5,Medium
13-06-2022,2022,24,2022-W24,Tripura,West Tripura,14.9,0.5,0.56,23.2,4.89,6.98,203.4,2.27,0.71,33,225,0,Low
13-06-2022,2022,24,2022-W24,Tripura,North Tripura,18.4,2.1,0.8,22.8,5.18,7.09,127.9,1.71,0.87,31,262,0,Low
13-06-2022,2022,24,2022-W24,Tripura,South Tripura,16,0.93,0.68,29.5,4.71,6.97,174.4,1.26,0.55,31,252,0,Low
13-06-2022,2022,24,2022-W24,Tripura,Sepahijala,40.5,1.81,0.73,22.3,4.53,7.63,207.5,1.7,0.67,35,281,0,Low
13-06-2022,2022,24,2022-W24,Sikkim,East Sikkim,58.1,2.54,0.38,5.8,8.42,7.33,54,1.79,0.04,25,103,0,Low
13-06-2022,2022,24,2022-W24,Sikkim,North Sikkim,32.3,2.42,0.66,10.1,8.4,6.91,98.8,1.71,0.23,22,64,1,Low
13-06-2022,2022,24,2022-W24,Sikkim,West Sikkim,5.1,1.81,0.54,3.7,8.09,6.96,102.3,1.78,0.08,26,124,0,Low
13-06-2022,2022,24,2022-W24,Sikkim,South Sikkim,39,2.63,0.38,5.7,8.09,7.24,33,1.78,0.12,22,119,0,Low
13-06-2022,2022,24,2022-W24,Arunachal Pradesh,Papum Pare,75.8,0.5,0.49,24.1,6.58,6.65,45.9,2.95,0.7,756,1645,11,Medium
13-06-2022,2022,24,2022-W24,Arunachal Pradesh,East Kameng,45.1,4.08,0.95,24.6,4.51,7.95,158.7,1.8,1.62,1534,2963,23,High
13-06-2022,2022,24,2022-W24,Arunachal Pradesh,West Siang,63,2.04,0.72,20.5,6.48,8.06,55.2,2.49,1.07,1003,1104,9,Medium
13-06-2022,2022,24,2022-W24,Arunachal Pradesh,Tawang,103.8,4.54,0.57,21.2,4.57,7.91,60.7,2.35,0.23,1138,3136,28,High
20-06-2022,2022,25,2022-W25,Assam,Kamrup Metro,89.8,6.32,0.63,21.5,5.77,7.45,186.7,24.14,3.19,2152,2597,56,High
20-06-2022,2022,25,2022-W25,Assam,Dibrugarh,28.3,2.96,0.57,32.7,1.12,8.31,422.9,12.38,1.55,1380,2191,18,High
20-06-2022,2022,25,2022-W25,Assam,Jorhat,5.8,2.53,0.41,23.5,6.18,7.29,104.5,3.71,2.55,1255,2524,22,High
20-06-2022,2022,25,2022-W25,Assam,Nagaon,46.3,6.78,0.74,20.3,7.32,7.17,239.2,19.87,5.44,1702,2503,24,High
20-06-2022,2022,25,2022-W25,Meghalaya,East Khasi Hills,20.1,1.96,0.69,13.2,7.2,8.28,55.6,1.68,3.51,259,1294,0,Low
20-06-2022,2022,25,2022-W25,Meghalaya,West Khasi Hills,113.2,2.37,0.49,17.6,7.74,7.46,134.5,2.34,0.63,441,1157,0,Low
20-06-2022,2022,25,2022-W25,Meghalaya,Ri-Bhoi,37.5,2.18,0.63,15.5,5.7,8.59,118,2.72,3.7,353,1013,0,Low
20-06-2022,2022,25,2022-W25,Meghalaya,South West Garo Hills,20.8,1.26,0.58,13.9,3.22,7.43,67.5,1.32,1.92,407,902,1,Low
20-06-2022,2022,25,2022-W25,Manipur,Imphal West,99.4,1.89,0.59,21,7.32,7.8,425.6,3.43,0.02,32,80,9,Medium
20-06-2022,2022,25,2022-W25,Manipur,Imphal East,136.9,2.1,0.5,20.4,7.49,7.56,267.9,3.58,0.86,18,120,7,Medium
20-06-2022,2022,25,2022-W25,Manipur,Churachandpur,58.9,0.5,0.53,18.5,6.33,7.71,418.3,3.21,1.29,26,124,9,Medium
20-06-2022,2022,25,2022-W25,Manipur,Thoubal,115.1,0.5,0.69,18.1,6.37,7.71,129.9,3.68,0.77,19,79,4,Medium
20-06-2022,2022,25,2022-W25,Mizoram,Aizawl,40.9,3.16,0.75,31.6,3.01,5.9,281.6,1.61,0.79,1202,1523,39,High
20-06-2022,2022,25,2022-W25,Mizoram,Lunglei,68.3,1.16,0.53,19.3,4.98,8.28,83,1.5,0.34,1645,1306,24,High
20-06-2022,2022,25,2022-W25,Mizoram,Kolasib,30.6,3.67,0.95,28.4,3.28,6.75,238.5,1.6,0.68,1394,1214,22,High
20-06-2022,2022,25,2022-W25,Mizoram,Serchhip,14,2.26,0.55,23.3,3.64,5.88,116.1,1.38,0.55,1091,1387,18,High
20-06-2022,2022,25,2022-W25,Nagaland,Kohima,56,1.79,0.46,26.1,5.53,7.16,233,1.49,4.84,335,1276,0,Low
20-06-2022,2022,25,2022-W25,Nagaland,Dimapur,25.1,1.42,0.53,31.2,5.44,7.26,152.2,1.92,2.91,830,1335,11,Medium
20-06-2022,2022,25,2022-W25,Nagaland,Mokokchung,31.7,0.78,0.44,22.6,5.53,7.12,144.9,1.06,1.58,489,683,0,Low
20-06-2022,2022,25,2022-W25,Nagaland,Wokha,4.9,3.21,0.59,25.3,5.42,6.95,203.9,2.68,0.51,532,464,5,Medium
20-06-2022,2022,25,2022-W25,Tripura,West Tripura,59.2,1.72,0.36,23.6,4.96,7.24,213,1.13,0.58,36,332,0,Low
20-06-2022,2022,25,2022-W25,Tripura,North Tripura,34.1,1.33,0.63,25.2,4.2,6.57,173.1,1.79,0.63,31,265,0,Low
20-06-2022,2022,25,2022-W25,Tripura,South Tripura,38.8,0.5,0.88,22.1,4.22,7.42,139.4,1.83,0.79,32,360,0,Low
20-06-2022,2022,25,2022-W25,Tripura,Sepahijala,5.8,0.5,0.47,28.1,5.21,6.82,161.3,1.2,0.55,33,247,0,Low
20-06-2022,2022,25,2022-W25,Sikkim,East Sikkim,69.6,1.16,0.77,4.2,8.49,6.9,103.8,1.71,0.1,14,125,0,Low
20-06-2022,2022,25,2022-W25,Sikkim,North Sikkim,111.3,0.5,0.53,3.4,8.12,6.96,33.1,1.76,0.35,26,105,0,Low
20-06-2022,2022,25,2022-W25,Sikkim,West Sikkim,68.4,0.5,0.7,4.9,8.14,7.06,98.3,1.72,0.24,27,133,0,Low
20-06-2022,2022,25,2022-W25,Sikkim,South Sikkim,2,1.3,0.7,2.7,8.14,7.22,96,1.87,0.15,25,149,0,Low
20-06-2022,2022,25,2022-W25,Arunachal Pradesh,Papum Pare,11.3,3.94,0.69,22.8,4.25,7.67,130.7,3.8,0.22,966,1515,40,High
20-06-2022,2022,25,2022-W25,Arunachal Pradesh,East Kameng,34,3.43,0.23,33,5.88,7.75,165.1,3.54,3.37,1159,719,29,High
20-06-2022,2022,25,2022-W25,Arunachal Pradesh,West Siang,15.3,2.55,0.65,27.7,7.79,7.94,70.4,1.28,1.59,941,1985,6,Medium
20-06-2022,2022,25,2022-W25,Arunachal Pradesh,Tawang,25.4,2.23,0.53,30.3,6.43,7.74,169.4,3.57,1.67,1005,2454,25,High
27-06-2022,2022,26,2022-W26,Assam,Kamrup Metro,60.4,6.48,0.45,34.4,6.47,7.09,195,14.76,3.61,1269,2874,39,High
27-06-2022,2022,26,2022-W26,Assam,Dibrugarh,7.8,0.9,0.57,36.5,7.94,7.15,109.4,3.62,2.95,1596,1465,31,High
27-06-2022,2022,26,2022-W26,Assam,Jorhat,1.6,6.18,0.68,20.1,6.29,8.26,182.4,19.8,4.59,1551,2597,16,High
27-06-2022,2022,26,2022-W26,Assam,Nagaon,58.8,7.25,0.74,20.3,5.08,7.43,199.4,20.35,0.93,1367,2694,25,High
27-06-2022,2022,26,2022-W26,Meghalaya,East Khasi Hills,79,0.71,0.53,12.6,7.66,8.34,83.8,1.68,2.02,359,1564,1,Low
27-06-2022,2022,26,2022-W26,Meghalaya,West Khasi Hills,38,0.8,0.44,17.2,7.56,6.8,157.8,3.45,1.99,280,992,7,Medium
27-06-2022,2022,26,2022-W26,Meghalaya,Ri-Bhoi,64.4,0.5,0.55,15.1,6.34,8.29,165.5,2.77,3.82,293,839,0,Low
27-06-2022,2022,26,2022-W26,Meghalaya,South West Garo Hills,72.4,2.99,0.46,15.4,3.9,7.29,205.4,1.02,1.74,201,860,0,Low
27-06-2022,2022,26,2022-W26,Manipur,Imphal West,37.5,2.32,0.59,20.1,6.37,7.61,252.3,2.98,0.31,22,46,0,Low
27-06-2022,2022,26,2022-W26,Manipur,Imphal East,50.6,2.75,0.73,18.9,6.17,7.69,395.7,3.59,0.66,21,86,5,Medium
27-06-2022,2022,26,2022-W26,Manipur,Churachandpur,28.1,1.89,0.53,26.8,7.01,7,157,3.92,0.2,26,70,8,Medium
27-06-2022,2022,26,2022-W26,Manipur,Thoubal,57.5,1.3,0.32,26.3,7.66,7.36,294.8,3.02,0.43,18,98,6,Medium
27-06-2022,2022,26,2022-W26,Mizoram,Aizawl,52.5,1.89,0.6,29.5,4.25,6.28,48.5,1.2,0.5,1074,1044,41,High
27-06-2022,2022,26,2022-W26,Mizoram,Lunglei,120.2,1.39,0.48,20.9,2.78,7.39,145.5,1.03,0.6,1229,754,36,High
27-06-2022,2022,26,2022-W26,Mizoram,Kolasib,130.5,1.62,0.42,20.2,4.05,5.73,238.6,1.42,0.42,302,1436,4,Medium
27-06-2022,2022,26,2022-W26,Mizoram,Serchhip,24.7,3.36,0.46,25.8,3.74,7.7,162.7,1.07,0.54,1568,1537,23,High
27-06-2022,2022,26,2022-W26,Nagaland,Kohima,106,1.25,0.78,35.2,5.6,7.51,142.6,1.14,2.7,455,785,0,Low
27-06-2022,2022,26,2022-W26,Nagaland,Dimapur,25,1.99,0.64,34.7,5.53,6.87,133.1,1.69,5.73,629,1856,11,Medium
27-06-2022,2022,26,2022-W26,Nagaland,Mokokchung,15,1.99,0.81,27.4,5.45,7.16,181.8,2.54,6.5,465,1439,0,Low
27-06-2022,2022,26,2022-W26,Nagaland,Wokha,71.4,3.29,0.65,35.7,5.46,7.08,180,2.32,1.43,881,950,8,Medium
27-06-2022,2022,26,2022-W26,Tripura,West Tripura,5.6,3.17,0.6,20.1,4.7,6.81,192.2,2.39,0.68,34,189,0,Low
27-06-2022,2022,26,2022-W26,Tripura,North Tripura,53,1.34,0.59,26.2,5.24,7.51,206.1,1.99,0.86,31,295,0,Low
27-06-2022,2022,26,2022-W26,Tripura,South Tripura,125.7,1.05,0.73,22.3,4.11,6.88,136.2,2.37,0.58,33,244,0,Low
27-06-2022,2022,26,2022-W26,Tripura,Sepahijala,27.6,1.19,0.67,21.2,4.64,7.69,155.7,1.59,0.61,32,241,0,Low
27-06-2022,2022,26,2022-W26,Sikkim,East Sikkim,44.9,0.5,0.26,5.9,8.58,6.94,61.1,1.72,0.02,29,128,0,Low
27-06-2022,2022,26,2022-W26,Sikkim,North Sikkim,43.9,2.28,0.44,6.9,8.11,6.7,80,1.87,0.37,15,150,0,Low
27-06-2022,2022,26,2022-W26,Sikkim,West Sikkim,44.2,1.65,0.62,11.6,8.51,6.72,32.1,1.87,0.21,32,84,0,Low
27-06-2022,2022,26,2022-W26,Sikkim,South Sikkim,147.1,1.41,0.94,5.5,7.95,6.91,120.1,1.83,0.38,18,154,1,Low
27-06-2022,2022,26,2022-W26,Arunachal Pradesh,Papum Pare,24.1,2.24,0.73,31.7,7.11,7.58,84.5,2.95,1.94,1394,1700,11,Medium
27-06-2022,2022,26,2022-W26,Arunachal Pradesh,East Kameng,11.5,1.91,0.39,19.8,6.09,8.16,121.3,1.43,1.59,334,1646,0,Low
27-06-2022,2022,26,2022-W26,Arunachal Pradesh,West Siang,72.5,1,0.51,24.7,7.29,7.51,180.9,1.4,3.65,800,1286,6,Medium
27-06-2022,2022,26,2022-W26,Arunachal Pradesh,Tawang,15.1,1.13,0.35,32.2,6.4,8.06,53.3,1.39,3.83,1022,1868,6,Medium
04-07-2022,2022,27,2022-W27,Assam,Kamrup Metro,110.5,3.63,0.65,32.9,1.46,7.38,116.4,7.16,3.02,1179,2574,48,High
04-07-2022,2022,27,2022-W27,Assam,Dibrugarh,25.1,2.88,0.54,30,1.2,7.52,389.7,7.43,3.14,1375,2381,18,High
04-07-2022,2022,27,2022-W27,Assam,Jorhat,13.4,2.84,0.47,20.5,8.07,7.98,179.8,5.22,3.17,1541,2989,20,High
04-07-2022,2022,27,2022-W27,Assam,Nagaon,190.9,4.03,0.37,36.9,1.85,7.84,243.2,6.87,2.09,1778,1658,43,High
04-07-2022,2022,27,2022-W27,Meghalaya,East Khasi Hills,53.3,1.32,0.66,17.6,6.04,8.37,207.5,1.28,2.72,183,917,0,Low
04-07-2022,2022,27,2022-W27,Meghalaya,West Khasi Hills,24.8,2.41,0.59,14.9,5.75,7.33,174.2,3.74,4.83,307,809,9,Medium
04-07-2022,2022,27,2022-W27,Meghalaya,Ri-Bhoi,17.2,1.7,0.73,20.6,2.72,7.62,36.3,1.6,1.28,195,1518,0,Low
04-07-2022,2022,27,2022-W27,Meghalaya,South West Garo Hills,22.7,2.89,0.44,14.6,2.75,6.83,111.4,2.21,3.48,459,1488,0,Low
04-07-2022,2022,27,2022-W27,Manipur,Imphal West,58.6,1.41,0.56,23,6.67,7.28,395.2,4.01,0.39,14,66,13,Medium
04-07-2022,2022,27,2022-W27,Manipur,Imphal East,82,1.51,0.38,25.2,7.55,7.58,491.2,3.33,0.36,28,81,4,Medium
04-07-2022,2022,27,2022-W27,Manipur,Churachandpur,4.5,1.21,0.84,19.6,6.46,7.52,138.3,3.17,1.04,26,78,5,Medium
04-07-2022,2022,27,2022-W27,Manipur,Thoubal,25.8,1.69,0.86,28.3,7.31,7.67,284.2,2.94,1.2,20,80,0,Low
04-07-2022,2022,27,2022-W27,Mizoram,Aizawl,28.2,2.68,0.73,21.4,2.78,7.19,92.6,1.42,0.74,1012,1426,49,High
04-07-2022,2022,27,2022-W27,Mizoram,Lunglei,15.7,2.87,0.52,22.6,4.37,5.81,289.4,1.08,0.63,916,919,17,High
04-07-2022,2022,27,2022-W27,Mizoram,Kolasib,33.8,1.12,0.45,26.5,3.31,7.21,205,1.28,0.56,1124,724,19,High
04-07-2022,2022,27,2022-W27,Mizoram,Serchhip,52.7,0.5,0.59,24,3.27,6.77,263.4,1.21,0.53,1546,1113,37,High
04-07-2022,2022,27,2022-W27,Nagaland,Kohima,72.4,0.76,0.7,29,5.42,6.7,193.8,1.9,2.2,544,980,15,Medium
04-07-2022,2022,27,2022-W27,Nagaland,Dimapur,43,3.72,0.65,30,5.64,7.65,146.3,1.84,5.77,767,1244,9,Medium
04-07-2022,2022,27,2022-W27,Nagaland,Mokokchung,29,2.61,0.56,34.8,5.45,7.88,198.1,1.85,2.76,598,925,3,Medium
04-07-2022,2022,27,2022-W27,Nagaland,Wokha,26.9,3.63,0.57,33.8,5.43,6.82,210.6,1.28,2.97,433,464,0,Low
04-07-2022,2022,27,2022-W27,Tripura,West Tripura,50.3,1.96,0.78,21,4.33,7.37,171.2,1.16,0.86,31,176,0,Low
04-07-2022,2022,27,2022-W27,Tripura,North Tripura,23.3,1.27,0.6,25.2,4.17,7.32,209.7,1.83,0.57,32,285,0,Low
04-07-2022,2022,27,2022-W27,Tripura,South Tripura,26.2,2.12,0.78,23.4,4.63,7.04,183,1.19,0.81,34,387,0,Low
04-07-2022,2022,27,2022-W27,Tripura,Sepahijala,18.1,1.44,0.39,29.4,5.01,7.54,139.2,2.37,0.77,35,263,0,Low
04-07-2022,2022,27,2022-W27,Sikkim,East Sikkim,100,0.5,0.4,7.1,8.36,7.22,55.4,1.72,0.14,23,90,0,Low
04-07-2022,2022,27,2022-W27,Sikkim,North Sikkim,20,2.97,0.64,4.4,8.12,7.1,58.1,1.89,0.23,22,90,0,Low
04-07-2022,2022,27,2022-W27,Sikkim,West Sikkim,2.4,1.45,0.71,13.4,8.13,6.75,79.9,1.82,0.35,23,65,0,Low
04-07-2022,2022,27,2022-W27,Sikkim,South Sikkim,79.6,0.85,0.7,3.4,7.95,6.86,57,1.76,0.43,11,98,0,Low
04-07-2022,2022,27,2022-W27,Arunachal Pradesh,Papum Pare,141.7,2.59,0.43,29.9,5.1,7.08,120.4,1.68,3.7,799,2035,13,Medium
04-07-2022,2022,27,2022-W27,Arunachal Pradesh,East Kameng,90.6,2.44,0.57,31.9,6.73,6.3,209,1.85,2.75,969,1716,8,Medium
04-07-2022,2022,27,2022-W27,Arunachal Pradesh,West Siang,62.7,1.45,0.46,18.6,7.24,7.73,47.6,2.38,0.89,300,1553,0,Low
04-07-2022,2022,27,2022-W27,Arunachal Pradesh,Tawang,15.2,1.95,0.58,18.1,6,6.26,75.8,2.27,1.67,1182,1530,6,Medium
11-07-2022,2022,28,2022-W28,Assam,Kamrup Metro,3.4,5.25,0.4,23,6.25,8.19,216,7.03,5.39,1224,2639,37,High
11-07-2022,2022,28,2022-W28,Assam,Dibrugarh,96.6,2.72,0.66,21.8,7.87,8.23,278,3.78,2.97,851,2825,21,High
11-07-2022,2022,28,2022-W28,Assam,Jorhat,75.3,7.69,0.59,23.8,4.52,7.36,386.8,25.46,0.86,1844,3442,29,High
11-07-2022,2022,28,2022-W28,Assam,Nagaon,74.7,5.4,0.78,33.3,2.41,7.23,248.2,13.53,4.46,2103,2210,36,High
11-07-2022,2022,28,2022-W28,Meghalaya,East Khasi Hills,14.5,4.45,0.54,16.3,8.41,7.97,48.3,3.78,1.89,441,1793,10,Medium
11-07-2022,2022,28,2022-W28,Meghalaya,West Khasi Hills,12.8,2.45,0.56,20.6,7.26,7.82,137,2.71,0.44,219,890,1,Low
11-07-2022,2022,28,2022-W28,Meghalaya,Ri-Bhoi,45.9,2.22,0.73,17.6,3.74,7.67,151.7,1.09,4.92,339,782,0,Low
11-07-2022,2022,28,2022-W28,Meghalaya,South West Garo Hills,16.5,1.2,0.46,17.4,4.56,7.9,49,2.19,1.92,239,1075,0,Low
11-07-2022,2022,28,2022-W28,Manipur,Imphal West,7.9,4.36,0.89,28.6,6.95,7.11,220.6,3.87,1.11,23,44,9,Medium
11-07-2022,2022,28,2022-W28,Manipur,Imphal East,77.2,2.25,0.61,27.8,6.97,7.5,202.9,3.6,0.02,26,60,8,Medium
11-07-2022,2022,28,2022-W28,Manipur,Churachandpur,82.5,0.5,0.35,28.7,6.68,7.48,406.5,4,0.75,27,76,4,Medium
11-07-2022,2022,28,2022-W28,Manipur,Thoubal,53.2,1.08,0.62,19.8,6.16,7.15,412.9,3.75,1.41,37,84,5,Medium
11-07-2022,2022,28,2022-W28,Mizoram,Aizawl,56,1.26,0.48,23.7,3.12,8.21,63.8,1.01,0.39,1756,1916,48,High
11-07-2022,2022,28,2022-W28,Mizoram,Lunglei,23.4,3.11,0.61,24.8,3.74,7.56,248.5,1.62,0.56,1471,1297,16,High
11-07-2022,2022,28,2022-W28,Mizoram,Kolasib,55.4,1.75,0.59,23.3,3.39,8.3,56.1,1,0.56,1981,1666,28,High
11-07-2022,2022,28,2022-W28,Mizoram,Serchhip,12.2,4.42,0.56,20.9,3.99,7.07,179.1,1.42,0.4,1323,1473,23,High
11-07-2022,2022,28,2022-W28,Nagaland,Kohima,43.8,2.24,0.4,26.2,5.54,7.16,101.9,1.52,1.44,783,998,8,Medium
11-07-2022,2022,28,2022-W28,Nagaland,Dimapur,13.3,2.34,0.63,26.8,5.51,7.48,117.8,1.57,2.69,523,1196,6,Medium
11-07-2022,2022,28,2022-W28,Nagaland,Mokokchung,3.2,0.5,0.64,31.2,5.44,7.84,172.4,1.46,4.1,560,1043,9,Medium
11-07-2022,2022,28,2022-W28,Nagaland,Wokha,198.6,1.54,0.47,27,5.6,6.78,125,1.36,3.94,550,864,8,Medium
11-07-2022,2022,28,2022-W28,Tripura,West Tripura,40.5,3.09,0.68,28.2,4.94,7.31,187.3,1.55,0.75,37,213,0,Low
11-07-2022,2022,28,2022-W28,Tripura,North Tripura,119.5,2.83,0.47,23.4,4.53,7.71,220.1,1.29,0.53,35,231,0,Low
11-07-2022,2022,28,2022-W28,Tripura,South Tripura,24.5,2.93,0.58,30,4.3,7.74,216.2,2.35,0.83,32,297,0,Low
11-07-2022,2022,28,2022-W28,Tripura,Sepahijala,27.5,0.68,0.56,31.6,4.89,6.45,135.7,2.31,0.83,34,176,7,Medium
11-07-2022,2022,28,2022-W28,Sikkim,East Sikkim,40,1.38,0.73,5.7,7.92,6.72,82.8,1.73,0.48,30,108,0,Low
11-07-2022,2022,28,2022-W28,Sikkim,North Sikkim,83.2,0.65,0.64,2.5,8.45,6.94,125.5,1.81,0.41,27,61,0,Low
11-07-2022,2022,28,2022-W28,Sikkim,West Sikkim,13.8,1.78,0.62,2.3,8.2,6.85,87.9,1.84,0.27,38,99,0,Low
11-07-2022,2022,28,2022-W28,Sikkim,South Sikkim,55.8,1.75,0.46,4.2,8.58,6.95,73.9,1.88,0.1,29,79,0,Low
11-07-2022,2022,28,2022-W28,Arunachal Pradesh,Papum Pare,18.7,1.68,0.46,29,5.93,7.66,60.4,3.19,3.15,1203,2554,34,High
11-07-2022,2022,28,2022-W28,Arunachal Pradesh,East Kameng,45.3,3.02,0.46,30,6.58,6.48,230.3,3.96,3.38,1497,634,22,High
11-07-2022,2022,28,2022-W28,Arunachal Pradesh,West Siang,6.1,4.43,0.2,24.9,7.1,8.09,165.4,1.27,0.34,1066,2041,7,Medium
11-07-2022,2022,28,2022-W28,Arunachal Pradesh,Tawang,12.6,0.54,0.84,30.8,4.17,6.68,143.9,1.11,2.98,640,2110,23,High
18-07-2022,2022,29,2022-W29,Assam,Kamrup Metro,16.2,6.86,0.58,35.5,4.93,7.79,185.3,24.52,1.76,1026,2301,40,High
18-07-2022,2022,29,2022-W29,Assam,Dibrugarh,63.7,1.22,0.49,22.8,7.21,6.78,97.1,2.64,2.72,1924,2371,5,Medium
18-07-2022,2022,29,2022-W29,Assam,Jorhat,43.8,4.59,0.34,33.3,5.95,6.87,342.5,15.48,1.8,2076,1935,27,High
